input_1,input_2,input_3,label_id,label,split
603,1152,702,0,BATU,train
2939,3581,3465,2,KERTAS,test
3755,3786,818,1,GUNTING,train
4048,3172,872,1,GUNTING,train
2960,3673,3428,2,KERTAS,train
2960,2146,3116,3,TIDAK_VALID,train
3892,2879,503,1,GUNTING,validation
3813,3256,803,1,GUNTING,train
2949,3969,1118,1,GUNTING,train
3985,3089,483,1,GUNTING,train
2969,3346,317,1,GUNTING,train
805,1223,19,0,BATU,train
3917,3067,623,1,GUNTING,train
123,325,1040,0,BATU,train
3920,3211,456,1,GUNTING,validation
3058,3025,997,1,GUNTING,train
3816,2949,211,1,GUNTING,train
914,2852,3488,3,TIDAK_VALID,train
3456,1697,2661,3,TIDAK_VALID,validation
1179,521,523,0,BATU,test
3029,3105,3744,2,KERTAS,validation
3841,2731,3772,3,TIDAK_VALID,train
3178,1018,3349,3,TIDAK_VALID,validation
1010,380,674,0,BATU,train
3756,2897,865,1,GUNTING,train
3885,3136,856,1,GUNTING,train
212,623,1218,0,BATU,train
1234,1063,4011,3,TIDAK_VALID,test
197,3813,1621,3,TIDAK_VALID,train
3059,2984,3653,2,KERTAS,train
566,1804,2820,3,TIDAK_VALID,train
3003,3576,3063,2,KERTAS,train
996,898,3884,3,TIDAK_VALID,train
3704,3785,1042,1,GUNTING,validation
2950,3449,1032,1,GUNTING,train
3640,1869,2742,3,TIDAK_VALID,train
329,790,1169,0,BATU,test
1040,1220,516,0,BATU,train
2993,2875,1050,1,GUNTING,train
4066,3665,4033,2,KERTAS,train
563,1040,88,0,BATU,test
3056,2068,1428,3,TIDAK_VALID,validation
3979,3209,796,1,GUNTING,train
926,1082,342,0,BATU,train
3840,3274,3602,2,KERTAS,train
3508,3108,94,1,GUNTING,train
2972,3615,176,1,GUNTING,train
3666,3729,495,1,GUNTING,train
3896,3492,3729,2,KERTAS,train
4026,3204,32,1,GUNTING,train
1494,2487,1260,3,TIDAK_VALID,train
3717,3350,3790,2,KERTAS,train
3415,1728,2160,3,TIDAK_VALID,train
3319,3427,3019,2,KERTAS,train
3235,809,1524,3,TIDAK_VALID,train
3101,3614,218,1,GUNTING,train
2906,3788,3336,2,KERTAS,train
1596,3200,845,3,TIDAK_VALID,train
456,232,240,0,BATU,train
1765,3098,3750,3,TIDAK_VALID,test
2425,2652,2501,3,TIDAK_VALID,train
647,209,1005,0,BATU,train
3199,2921,3654,2,KERTAS,train
834,1123,773,0,BATU,validation
1060,358,1083,0,BATU,train
916,2117,2614,3,TIDAK_VALID,train
3387,3170,3294,2,KERTAS,train
3636,3897,3775,2,KERTAS,train
3062,3498,1108,1,GUNTING,test
80,4007,2293,3,TIDAK_VALID,test
2796,505,198,3,TIDAK_VALID,train
1221,1178,50,0,BATU,train
2018,1736,2673,3,TIDAK_VALID,train
699,1778,528,3,TIDAK_VALID,train
3506,3284,1010,1,GUNTING,train
2254,2770,316,3,TIDAK_VALID,train
24,721,608,0,BATU,test
2944,3848,3737,2,KERTAS,train
3245,3118,3539,2,KERTAS,train
5,253,317,0,BATU,validation
866,83,48,0,BATU,train
1200,229,370,0,BATU,train
3575,952,3663,3,TIDAK_VALID,validation
256,1189,133,0,BATU,test
3678,3395,268,1,GUNTING,train
2888,3093,3590,2,KERTAS,train
413,980,1031,0,BATU,train
3669,3678,649,1,GUNTING,train
3564,3317,2969,2,KERTAS,train
3025,2914,2910,2,KERTAS,train
3493,3401,3706,2,KERTAS,train
9,342,864,0,BATU,train
72,3364,1653,3,TIDAK_VALID,test
3860,2134,1456,3,TIDAK_VALID,validation
4082,3473,437,1,GUNTING,train
681,264,1138,0,BATU,test
3667,3681,590,1,GUNTING,train
590,839,280,0,BATU,train
2455,1370,2682,3,TIDAK_VALID,train
344,39,755,0,BATU,train
733,846,803,0,BATU,validation
3660,1738,2314,3,TIDAK_VALID,validation
610,1091,774,0,BATU,train
1162,370,710,0,BATU,train
1302,3049,600,3,TIDAK_VALID,train
2656,2481,286,3,TIDAK_VALID,train
4044,3385,3722,2,KERTAS,validation
2880,3955,4067,2,KERTAS,validation
2870,3429,3375,2,KERTAS,validation
3585,2878,700,1,GUNTING,train
2834,1303,2083,3,TIDAK_VALID,test
3135,3939,741,1,GUNTING,train
3881,2273,2014,3,TIDAK_VALID,train
3492,2892,618,1,GUNTING,train
3504,3845,3896,2,KERTAS,train
1198,428,984,0,BATU,test
3800,3971,1185,1,GUNTING,test
215,940,443,0,BATU,train
3839,3072,2979,2,KERTAS,train
644,1559,852,3,TIDAK_VALID,test
2029,2760,3367,3,TIDAK_VALID,train
805,127,180,0,BATU,validation
67,715,27,0,BATU,train
3972,2868,3148,2,KERTAS,train
3592,3075,889,1,GUNTING,train
1735,1081,2525,3,TIDAK_VALID,train
103,1141,404,0,BATU,test
3368,3143,3170,2,KERTAS,train
4026,3852,3358,2,KERTAS,train
725,840,723,0,BATU,train
5,95,2827,3,TIDAK_VALID,train
780,422,516,0,BATU,train
890,4090,715,3,TIDAK_VALID,train
129,3438,599,3,TIDAK_VALID,validation
2874,2645,1402,3,TIDAK_VALID,train
228,570,356,0,BATU,train
1211,1210,1113,0,BATU,train
1702,1586,3755,3,TIDAK_VALID,test
3234,3152,762,1,GUNTING,train
3028,1736,2388,3,TIDAK_VALID,train
2003,3759,1440,3,TIDAK_VALID,test
273,221,658,0,BATU,validation
731,454,427,0,BATU,test
919,2907,2911,3,TIDAK_VALID,train
803,872,880,0,BATU,train
3864,3919,3195,2,KERTAS,train
3240,3059,3933,2,KERTAS,test
3611,3060,3057,2,KERTAS,train
3320,2868,1182,1,GUNTING,train
2070,2178,2958,3,TIDAK_VALID,train
2877,3164,4069,2,KERTAS,train
630,532,44,0,BATU,train
64,653,211,0,BATU,validation
190,4029,2749,3,TIDAK_VALID,train
3247,3530,1134,1,GUNTING,train
2984,3850,3470,2,KERTAS,train
1937,3237,2099,3,TIDAK_VALID,validation
2907,1690,3655,3,TIDAK_VALID,test
2918,1915,870,3,TIDAK_VALID,validation
2968,1820,3344,3,TIDAK_VALID,train
526,784,1052,0,BATU,train
1255,1266,413,3,TIDAK_VALID,test
3477,3098,3474,2,KERTAS,validation
501,2797,1908,3,TIDAK_VALID,test
737,581,1167,0,BATU,train
71,1082,53,0,BATU,test
1237,45,3891,3,TIDAK_VALID,train
3241,3504,669,1,GUNTING,train
873,958,956,0,BATU,validation
1991,1805,3717,3,TIDAK_VALID,train
4002,3977,3504,2,KERTAS,train
885,788,971,0,BATU,train
233,351,1185,0,BATU,train
158,132,400,0,BATU,validation
483,1075,1199,0,BATU,train
2001,2873,2328,3,TIDAK_VALID,train
1624,2996,2977,3,TIDAK_VALID,test
110,3542,1987,3,TIDAK_VALID,test
4074,136,3419,3,TIDAK_VALID,train
3192,3317,881,1,GUNTING,train
881,573,444,0,BATU,train
2146,2448,1126,3,TIDAK_VALID,train
3226,294,2902,3,TIDAK_VALID,train
831,81,1,0,BATU,train
3287,3544,3837,2,KERTAS,train
919,88,727,0,BATU,train
3625,2873,226,1,GUNTING,train
4090,2997,2418,3,TIDAK_VALID,train
551,821,463,0,BATU,validation
953,1018,220,0,BATU,test
662,1149,473,0,BATU,train
3422,3399,3982,2,KERTAS,train
3798,3525,509,1,GUNTING,train
3323,2931,912,1,GUNTING,train
2669,1165,1339,3,TIDAK_VALID,train
455,577,233,0,BATU,train
1215,683,1031,0,BATU,train
473,786,327,0,BATU,train
3076,3757,3563,2,KERTAS,train
150,1047,927,0,BATU,train
2869,4037,25,1,GUNTING,train
3779,3170,198,1,GUNTING,train
2198,3104,3492,3,TIDAK_VALID,train
721,2740,3018,3,TIDAK_VALID,train
1114,423,634,0,BATU,test
346,361,813,0,BATU,train
1168,1019,341,0,BATU,train
3351,3557,4007,2,KERTAS,train
4032,3082,338,1,GUNTING,test
3096,4086,3065,2,KERTAS,train
666,1241,701,3,TIDAK_VALID,train
248,228,641,0,BATU,train
3832,1592,2397,3,TIDAK_VALID,train
4053,3751,3698,2,KERTAS,train
3861,2784,1430,3,TIDAK_VALID,test
1179,127,50,0,BATU,train
3455,3902,931,1,GUNTING,train
3704,3154,677,1,GUNTING,train
278,674,264,0,BATU,train
3591,3426,371,1,GUNTING,train
144,73,1025,0,BATU,train
3322,3979,3875,2,KERTAS,train
2870,3628,1148,1,GUNTING,train
908,1414,3679,3,TIDAK_VALID,train
3170,4042,3101,2,KERTAS,train
3681,3809,205,1,GUNTING,train
189,15,224,0,BATU,validation
1320,3165,771,3,TIDAK_VALID,train
3803,3724,342,1,GUNTING,train
63,3965,2932,3,TIDAK_VALID,test
802,827,534,0,BATU,train
65,4046,2184,3,TIDAK_VALID,train
2860,93,3181,3,TIDAK_VALID,train
4018,3183,604,1,GUNTING,train
3344,3032,3312,2,KERTAS,test
444,2735,1641,3,TIDAK_VALID,validation
3334,1390,1371,3,TIDAK_VALID,train
3348,3916,509,1,GUNTING,train
3664,3307,2874,2,KERTAS,train
3759,3697,569,1,GUNTING,test
3370,3950,491,1,GUNTING,test
3260,3639,3988,2,KERTAS,train
3090,3023,3762,2,KERTAS,train
3614,4045,625,1,GUNTING,train
3429,2916,958,1,GUNTING,test
2141,2196,61,3,TIDAK_VALID,train
409,1009,77,0,BATU,test
3728,3174,3547,2,KERTAS,train
3468,3540,3871,2,KERTAS,validation
3955,3552,3451,2,KERTAS,train
475,44,504,0,BATU,test
2925,3444,3833,2,KERTAS,validation
3704,3114,472,1,GUNTING,train
248,153,620,0,BATU,train
3817,3250,3162,2,KERTAS,test
823,537,1023,0,BATU,train
3071,3349,3104,2,KERTAS,train
3519,2915,3853,2,KERTAS,train
43,199,785,0,BATU,train
1062,1166,427,0,BATU,train
3099,3919,627,1,GUNTING,train
2602,2463,586,3,TIDAK_VALID,train
286,818,431,0,BATU,train
3130,3632,3073,2,KERTAS,train
2463,3999,3582,3,TIDAK_VALID,test
3526,3805,4030,2,KERTAS,test
3275,1843,1755,3,TIDAK_VALID,train
1131,3499,2505,3,TIDAK_VALID,validation
1192,1113,1193,0,BATU,train
655,1607,415,3,TIDAK_VALID,train
3228,3289,556,1,GUNTING,train
4090,3686,3498,2,KERTAS,validation
3917,3173,3771,2,KERTAS,train
3796,3277,3010,2,KERTAS,train
339,2130,933,3,TIDAK_VALID,train
3273,2074,1854,3,TIDAK_VALID,train
1808,2613,1944,3,TIDAK_VALID,train
653,811,372,0,BATU,train
3895,3316,3989,2,KERTAS,validation
3331,3112,138,1,GUNTING,train
1091,1142,123,0,BATU,train
3524,3136,3932,2,KERTAS,train
432,2666,493,3,TIDAK_VALID,train
1773,1330,2202,3,TIDAK_VALID,test
3388,2879,1125,1,GUNTING,train
3390,3126,3955,2,KERTAS,train
1399,2658,927,3,TIDAK_VALID,train
3845,3040,637,1,GUNTING,train
3155,2879,3284,2,KERTAS,train
182,1141,980,0,BATU,validation
3108,3523,2893,2,KERTAS,train
757,366,854,0,BATU,test
2970,702,769,3,TIDAK_VALID,train
187,877,14,0,BATU,validation
3539,3903,3489,2,KERTAS,test
342,1028,849,0,BATU,validation
202,844,685,0,BATU,test
3106,3454,3299,2,KERTAS,validation
3138,3489,1092,1,GUNTING,train
929,1226,197,0,BATU,train
782,644,165,0,BATU,test
857,2208,3686,3,TIDAK_VALID,train
3997,2992,1154,1,GUNTING,train
3235,4058,466,1,GUNTING,validation
3762,3414,975,1,GUNTING,test
122,36,2889,3,TIDAK_VALID,train
438,637,938,0,BATU,validation
3404,3773,3893,2,KERTAS,validation
3116,3987,982,1,GUNTING,train
639,570,848,0,BATU,train
1227,754,1093,0,BATU,train
3095,3163,3046,2,KERTAS,test
32,1027,94,0,BATU,train
3386,95,324,3,TIDAK_VALID,train
739,597,320,0,BATU,train
820,1874,3480,3,TIDAK_VALID,train
2063,1302,3634,3,TIDAK_VALID,train
3014,4094,507,1,GUNTING,train
3335,3468,681,1,GUNTING,train
2936,3690,2940,2,KERTAS,test
716,719,808,0,BATU,train
3310,3675,3344,2,KERTAS,train
653,230,1214,0,BATU,train
2912,3381,615,1,GUNTING,test
3389,4075,119,1,GUNTING,test
3037,2933,3732,2,KERTAS,train
106,197,538,0,BATU,test
3727,2875,226,1,GUNTING,validation
1839,1074,1003,3,TIDAK_VALID,test
190,558,1079,0,BATU,validation
2855,3967,2349,3,TIDAK_VALID,train
698,77,1495,3,TIDAK_VALID,validation
1776,3463,636,3,TIDAK_VALID,train
3867,3864,569,1,GUNTING,train
374,679,119,0,BATU,train
575,1055,569,0,BATU,validation
3404,3107,3927,2,KERTAS,train
3410,1891,2227,3,TIDAK_VALID,validation
3904,3853,155,1,GUNTING,train
339,4063,3460,3,TIDAK_VALID,train
4054,3483,3896,2,KERTAS,validation
3085,4057,1180,1,GUNTING,validation
1177,2657,788,3,TIDAK_VALID,train
3954,3917,3273,2,KERTAS,train
3834,3175,775,1,GUNTING,train
222,909,1165,0,BATU,test
2972,2957,745,1,GUNTING,test
4022,3727,1293,3,TIDAK_VALID,train
553,456,1139,0,BATU,train
3266,3185,3403,2,KERTAS,train
291,306,702,0,BATU,train
782,703,178,0,BATU,train
3348,3962,659,1,GUNTING,validation
485,839,184,0,BATU,train
174,188,845,0,BATU,train
3442,2905,1179,1,GUNTING,train
1171,201,681,0,BATU,train
3218,2954,45,1,GUNTING,train
2649,1601,3144,3,TIDAK_VALID,test
3251,3681,291,1,GUNTING,train
2884,3606,4030,2,KERTAS,train
3072,3372,882,1,GUNTING,validation
718,1242,4055,3,TIDAK_VALID,test
935,127,817,0,BATU,validation
2999,3455,3186,2,KERTAS,train
3557,3274,4037,2,KERTAS,validation
3368,3597,536,1,GUNTING,train
4094,3585,3515,2,KERTAS,test
286,704,1203,0,BATU,validation
3728,3432,87,1,GUNTING,test
3532,2932,3634,2,KERTAS,test
3710,3171,645,1,GUNTING,train
3610,3370,389,1,GUNTING,train
3447,3595,3350,2,KERTAS,train
3779,2284,1467,3,TIDAK_VALID,train
3146,3889,1111,1,GUNTING,test
3009,2630,2048,3,TIDAK_VALID,train
952,445,487,0,BATU,validation
525,979,52,0,BATU,validation
891,870,907,0,BATU,train
3757,3030,1116,1,GUNTING,test
3471,2969,3895,2,KERTAS,train
3316,2926,36,1,GUNTING,train
1102,4032,4012,3,TIDAK_VALID,validation
306,746,494,0,BATU,validation
775,218,416,0,BATU,train
718,156,1102,0,BATU,train
3565,3327,3148,2,KERTAS,test
3083,3742,345,1,GUNTING,train
315,4056,589,3,TIDAK_VALID,test
3663,4066,3543,2,KERTAS,train
3971,3780,3275,2,KERTAS,train
1178,924,664,0,BATU,train
888,2060,2089,3,TIDAK_VALID,test
3366,3076,2882,2,KERTAS,train
4004,440,3259,3,TIDAK_VALID,train
3801,3255,252,1,GUNTING,train
3424,820,2581,3,TIDAK_VALID,train
3337,3212,299,1,GUNTING,validation
3719,3842,3638,2,KERTAS,train
663,659,883,0,BATU,validation
1169,15,937,0,BATU,train
699,725,1044,0,BATU,train
3841,3628,370,1,GUNTING,train
3284,3217,331,1,GUNTING,test
919,3557,2827,3,TIDAK_VALID,train
2953,2684,2875,3,TIDAK_VALID,train
48,1340,1402,3,TIDAK_VALID,validation
3948,3226,3230,2,KERTAS,test
1113,615,929,0,BATU,train
3433,3342,3507,2,KERTAS,train
3581,3113,934,1,GUNTING,train
3977,3898,71,1,GUNTING,train
66,1155,1151,0,BATU,train
129,1422,3502,3,TIDAK_VALID,validation
3186,3630,3059,2,KERTAS,train
3240,4057,3418,2,KERTAS,train
1494,3993,2241,3,TIDAK_VALID,train
2700,4013,3474,3,TIDAK_VALID,validation
4051,3052,627,1,GUNTING,validation
3710,3979,362,1,GUNTING,train
2867,3297,450,1,GUNTING,train
228,3658,1100,3,TIDAK_VALID,validation
4085,3587,4049,2,KERTAS,train
517,1030,1506,3,TIDAK_VALID,train
3876,3133,988,1,GUNTING,train
806,201,222,0,BATU,validation
3156,3477,897,1,GUNTING,train
3253,3801,853,1,GUNTING,test
1195,118,153,0,BATU,validation
3731,3335,2971,2,KERTAS,test
873,33,61,0,BATU,train
777,918,1176,0,BATU,validation
1722,2484,2967,3,TIDAK_VALID,train
3541,3415,629,1,GUNTING,train
1036,1202,915,0,BATU,train
3805,1943,1862,3,TIDAK_VALID,train
3131,4020,785,1,GUNTING,train
3647,3362,3056,2,KERTAS,train
3619,2914,3023,2,KERTAS,train
3113,3940,3114,2,KERTAS,train
3341,3955,465,1,GUNTING,test
3871,4006,738,1,GUNTING,train
3324,3693,3666,2,KERTAS,train
3149,3843,766,1,GUNTING,validation
2923,3848,3019,2,KERTAS,test
934,30,64,0,BATU,validation
4068,3091,435,1,GUNTING,validation
3947,3449,419,1,GUNTING,train
3142,3187,2884,2,KERTAS,train
3214,3128,674,1,GUNTING,test
3064,2893,4030,2,KERTAS,train
999,391,982,0,BATU,train
3096,4018,371,1,GUNTING,train
1633,3421,2614,3,TIDAK_VALID,validation
797,2562,3153,3,TIDAK_VALID,train
3837,3496,414,1,GUNTING,train
3620,3758,412,1,GUNTING,train
647,785,1056,0,BATU,train
1015,1101,172,0,BATU,train
923,2960,2507,3,TIDAK_VALID,validation
3050,3715,3749,2,KERTAS,test
4069,2994,3201,2,KERTAS,test
3356,3967,4005,2,KERTAS,train
1155,2658,2828,3,TIDAK_VALID,train
3791,3232,745,1,GUNTING,train
3905,3852,2997,2,KERTAS,test
2996,3683,41,1,GUNTING,train
1492,1656,1850,3,TIDAK_VALID,train
3904,3782,3502,2,KERTAS,test
2792,2516,89,3,TIDAK_VALID,train
3942,3229,523,1,GUNTING,train
3655,3621,13,1,GUNTING,train
3833,334,1698,3,TIDAK_VALID,train
3993,3469,1175,1,GUNTING,train
3548,3139,836,1,GUNTING,train
3996,3672,3675,2,KERTAS,train
3819,3729,3537,2,KERTAS,train
1097,556,869,0,BATU,validation
3344,3804,586,1,GUNTING,test
2951,3411,383,1,GUNTING,train
226,140,2328,3,TIDAK_VALID,train
811,246,667,0,BATU,test
3845,3695,3008,2,KERTAS,train
1121,644,3995,3,TIDAK_VALID,train
2869,3826,1016,1,GUNTING,validation
1121,1559,1949,3,TIDAK_VALID,train
884,531,771,0,BATU,train
3966,3255,2905,2,KERTAS,train
3863,3623,3957,2,KERTAS,train
790,798,332,0,BATU,train
3131,3410,3000,2,KERTAS,validation
1602,2931,816,3,TIDAK_VALID,train
3036,2872,237,1,GUNTING,train
3729,3949,2930,2,KERTAS,train
3598,2991,3198,2,KERTAS,train
3653,3537,152,1,GUNTING,train
161,3356,906,3,TIDAK_VALID,validation
571,452,269,0,BATU,train
870,2966,3393,3,TIDAK_VALID,test
3503,3907,34,1,GUNTING,train
3477,3243,593,1,GUNTING,test
1160,117,1162,0,BATU,test
129,490,1127,0,BATU,train
2075,94,532,3,TIDAK_VALID,train
3072,398,1754,3,TIDAK_VALID,train
1478,3110,1081,3,TIDAK_VALID,train
2991,3081,1146,1,GUNTING,train
1425,2635,2671,3,TIDAK_VALID,validation
3684,3027,3385,2,KERTAS,train
3658,3209,4052,2,KERTAS,train
286,2081,3448,3,TIDAK_VALID,test
4035,3888,3354,2,KERTAS,validation
3418,3568,3847,2,KERTAS,train
1201,2939,2760,3,TIDAK_VALID,train
3654,3524,3367,2,KERTAS,validation
2651,1387,3620,3,TIDAK_VALID,train
3262,3920,268,1,GUNTING,train
2889,3978,756,1,GUNTING,validation
3718,3220,3458,2,KERTAS,test
3413,3590,655,1,GUNTING,train
192,213,1858,3,TIDAK_VALID,train
3929,4043,3908,2,KERTAS,validation
154,345,1163,0,BATU,test
1062,1023,4051,3,TIDAK_VALID,train
564,2123,3771,3,TIDAK_VALID,train
827,541,980,0,BATU,test
3438,3657,665,1,GUNTING,test
1202,2044,666,3,TIDAK_VALID,train
2954,3063,3612,2,KERTAS,test
413,193,15,0,BATU,train
3532,3025,846,1,GUNTING,train
2960,3675,335,1,GUNTING,test
2920,4034,343,1,GUNTING,test
2875,3290,3407,2,KERTAS,train
3059,4044,3176,2,KERTAS,train
1008,1134,1324,3,TIDAK_VALID,test
3618,3585,661,1,GUNTING,test
1814,2739,3689,3,TIDAK_VALID,train
3465,3342,3763,2,KERTAS,train
3453,3604,3033,2,KERTAS,train
3248,3829,3269,2,KERTAS,train
169,391,1032,0,BATU,test
3388,3522,3145,2,KERTAS,train
409,811,1089,0,BATU,test
174,2303,919,3,TIDAK_VALID,validation
604,990,1100,0,BATU,train
3764,4033,941,1,GUNTING,train
3786,3133,3190,2,KERTAS,validation
3128,2970,515,1,GUNTING,validation
548,2753,1925,3,TIDAK_VALID,test
3567,3859,3956,2,KERTAS,train
75,732,146,0,BATU,train
3569,3329,713,1,GUNTING,train
2925,3602,3821,2,KERTAS,train
3589,3908,3547,2,KERTAS,validation
465,473,416,0,BATU,train
2873,3973,3080,2,KERTAS,test
1155,417,852,0,BATU,validation
4093,711,3398,3,TIDAK_VALID,test
3771,2456,931,3,TIDAK_VALID,train
54,1993,3327,3,TIDAK_VALID,validation
3167,3194,3860,2,KERTAS,train
3968,3046,73,1,GUNTING,test
3128,3982,1093,1,GUNTING,train
3267,3995,3767,2,KERTAS,train
889,1029,99,0,BATU,train
3634,2927,810,1,GUNTING,test
1157,402,908,0,BATU,test
339,1185,325,0,BATU,train
1157,860,327,0,BATU,test
2911,3245,3615,2,KERTAS,validation
1051,287,374,0,BATU,test
2898,3917,452,1,GUNTING,test
3405,3392,346,1,GUNTING,validation
482,98,928,0,BATU,train
3254,2871,846,1,GUNTING,validation
7,1998,1084,3,TIDAK_VALID,train
3348,3571,2938,2,KERTAS,test
3018,3816,76,1,GUNTING,validation
3312,2891,2939,2,KERTAS,train
3535,390,623,3,TIDAK_VALID,train
913,2235,2527,3,TIDAK_VALID,train
3690,2747,1707,3,TIDAK_VALID,train
838,172,246,0,BATU,train
1019,979,286,0,BATU,train
3672,3246,1226,1,GUNTING,train
3900,3518,969,1,GUNTING,test
3239,3440,280,1,GUNTING,validation
3365,3100,864,1,GUNTING,test
1758,1940,284,3,TIDAK_VALID,train
3662,3492,2933,2,KERTAS,validation
4032,3251,3927,2,KERTAS,train
3336,3800,925,1,GUNTING,train
3618,3883,3033,2,KERTAS,validation
3860,3174,4041,2,KERTAS,test
1035,839,5,0,BATU,test
913,291,1019,0,BATU,train
862,245,546,0,BATU,validation
2913,3226,151,1,GUNTING,train
970,972,815,0,BATU,test
3439,3310,831,1,GUNTING,validation
3334,3338,3624,2,KERTAS,train
3872,1559,552,3,TIDAK_VALID,train
3270,2973,779,1,GUNTING,train
2491,72,1174,3,TIDAK_VALID,train
136,762,297,0,BATU,train
3740,3698,3164,2,KERTAS,validation
1712,2860,3780,3,TIDAK_VALID,validation
3212,2902,50,1,GUNTING,test
819,580,395,0,BATU,train
3405,3005,3826,2,KERTAS,test
3541,3500,1110,1,GUNTING,train
2367,2034,2796,3,TIDAK_VALID,train
2869,3511,3106,2,KERTAS,train
1604,3432,2231,3,TIDAK_VALID,train
952,1801,2049,3,TIDAK_VALID,test
3950,4042,3178,2,KERTAS,train
2208,2880,2066,3,TIDAK_VALID,train
370,107,601,0,BATU,validation
3020,3565,288,1,GUNTING,train
3885,3244,696,1,GUNTING,validation
3327,3466,3218,2,KERTAS,test
670,668,1104,0,BATU,train
3873,3257,2967,2,KERTAS,test
82,730,180,0,BATU,train
2049,975,1199,3,TIDAK_VALID,train
4094,3577,3860,2,KERTAS,train
3628,3781,3473,2,KERTAS,train
3999,63,41,3,TIDAK_VALID,train
762,2961,300,3,TIDAK_VALID,train
575,319,55,0,BATU,train
3186,3898,3605,2,KERTAS,train
3583,3050,1067,1,GUNTING,test
1150,169,1178,0,BATU,train
655,740,527,0,BATU,test
3827,3335,43,1,GUNTING,validation
551,326,482,0,BATU,train
3606,3230,3186,2,KERTAS,train
1182,3347,185,3,TIDAK_VALID,validation
3779,218,497,3,TIDAK_VALID,train
3962,3674,1022,1,GUNTING,train
2870,3477,4033,2,KERTAS,train
3421,2995,155,1,GUNTING,test
2215,1649,1892,3,TIDAK_VALID,test
3893,1362,1799,3,TIDAK_VALID,train
3274,3063,426,1,GUNTING,validation
3294,2992,77,1,GUNTING,test
3425,3864,2933,2,KERTAS,train
96,921,747,0,BATU,validation
3540,3046,2964,2,KERTAS,train
880,272,773,0,BATU,validation
3740,2926,691,1,GUNTING,train
243,210,2462,3,TIDAK_VALID,train
177,615,964,0,BATU,test
3423,3750,3798,2,KERTAS,train
678,260,1007,0,BATU,train
1078,1165,854,0,BATU,test
1169,2502,3296,3,TIDAK_VALID,train
3082,3231,396,1,GUNTING,validation
514,931,1015,0,BATU,train
3391,3736,3684,2,KERTAS,train
3984,3783,838,1,GUNTING,train
3755,3375,3258,2,KERTAS,test
3660,3102,78,1,GUNTING,train
3833,3459,523,1,GUNTING,validation
3537,3564,1101,1,GUNTING,test
3735,3804,3228,2,KERTAS,train
3040,2906,3361,2,KERTAS,validation
3336,3276,228,1,GUNTING,validation
747,1018,632,0,BATU,validation
3979,3494,436,1,GUNTING,train
3630,2916,532,1,GUNTING,test
523,1091,884,0,BATU,test
3181,3753,266,1,GUNTING,train
155,923,624,0,BATU,train
3898,2963,3063,2,KERTAS,train
2360,2325,2648,3,TIDAK_VALID,train
